Fraction,MF,SampID,Retention_time,mz,QCd_area,method,Station
RP,12304_RP,210329_Smp_PPL_PS_B,4.215,473.25989,251674.73361484287,PPL,PS
RP,12304_RP,210329_Smp_PPL_PS_C,4.215,473.25989,269741.69688017864,PPL,PS
RP,12321_RP,210329_Smp_PPL_Aloha_A,4.967,474.29135,1226844,PPL,A
RP,12321_RP,210329_Smp_PPL_Aloha_B,4.967,474.29135,3531888,PPL,A
RP,12321_RP,210329_Smp_PPL_Aloha_C,4.967,474.29135,2151884,PPL,A
RP,12321_RP,210329_Smp_PPL_PS_A,4.967,474.29135,2068388,PPL,PS
RP,12321_RP,210329_Smp_PPL_PS_B,4.967,474.29135,2503920,PPL,PS
RP,12321_RP,210329_Smp_PPL_PS_C,4.967,474.29135,1928014,PPL,PS
RP,12322_RP,210329_Smp_PPL_Aloha_A,3.708,474.29138,2823020,PPL,A
RP,12322_RP,210329_Smp_PPL_Aloha_B,3.708,474.29138,3339236,PPL,A
RP,12322_RP,210329_Smp_PPL_Aloha_C,3.708,474.29138,3674966,PPL,A
RP,12322_RP,210329_Smp_PPL_PS_A,3.708,474.29138,918114,PPL,PS
RP,12322_RP,210329_Smp_PPL_PS_B,3.708,474.29138,1038488,PPL,PS
RP,12322_RP,210329_Smp_PPL_PS_C,3.708,474.29138,1054406,PPL,PS
RP,12327_RP,210329_Smp_PPL_Aloha_A,0.673,474.64645,2191953.8651492056,PPL,A
RP,12327_RP,210329_Smp_PPL_Aloha_B,0.673,474.64645,3170148.184833938,PPL,A
RP,12327_RP,210329_Smp_PPL_Aloha_C,0.673,474.64645,1972006.2145814055,PPL,A
RP,12327_RP,210329_Smp_PPL_PS_A,0.673,474.64645,2531407.473671883,PPL,PS
RP,12327_RP,210329_Smp_PPL_PS_B,0.673,474.64645,1543346.9263575163,PPL,PS
RP,12327_RP,210329_Smp_PPL_PS_C,0.673,474.64645,841868.5397076724,PPL,PS
HILICNeg,1233_HILICNeg,210322_Smp_PPL_Aloha_A,2.232,197.08176,4287866,PPL,A
HILICNeg,1233_HILICNeg,210322_Smp_PPL_Aloha_B,2.232,197.08176,3963590,PPL,A
HILICNeg,1233_HILICNeg,210322_Smp_PPL_Aloha_C,2.232,197.08176,4129132,PPL,A
HILICNeg,1233_HILICNeg,210322_Smp_PPL_PS_A,2.232,197.08176,7088132,PPL,PS
HILICNeg,1233_HILICNeg,210322_Smp_PPL_PS_B,2.232,197.08176,5347258,PPL,PS
HILICNeg,1233_HILICNeg,210322_Smp_PPL_PS_C,2.232,197.08176,5482834,PPL,PS
RP,12338_RP,210329_Smp_Aloha_A,6.006,475.32559,22453562.138593584,CatEx,A
RP,12338_RP,210329_Smp_Aloha_B,6.006,475.32559,8309639.136378398,CatEx,A
RP,12338_RP,210329_Smp_Aloha_C,6.006,475.32559,9114812.167855622,CatEx,A
RP,12338_RP,210329_Smp_PPL_Aloha_A,6.006,475.32559,69015418.83429459,PPL,A
RP,12338_RP,210329_Smp_PPL_Aloha_B,6.006,475.32559,66991932.040633455,PPL,A
RP,12338_RP,210329_Smp_PPL_Aloha_C,6.006,475.32559,83199217.67397574,PPL,A
RP,12338_RP,210329_Smp_PPL_PS_A,6.006,475.32559,301791.4149356042,PPL,PS
RP,12338_RP,210329_Smp_PPL_PS_B,6.006,475.32559,316566.19479399064,PPL,PS
RP,12338_RP,210329_Smp_PPL_PS_C,6.006,475.32559,607874.9543307497,PPL,PS
RP,12342_RP,210329_Smp_PPL_Aloha_A,0.685,475.68637,223228.35581315495,PPL,A
RP,12342_RP,210329_Smp_PPL_Aloha_B,0.685,475.68637,36098.56506985739,PPL,A
RP,12342_RP,210329_Smp_PPL_Aloha_C,0.685,475.68637,92568.39907780554,PPL,A
RP,12342_RP,210329_Smp_PPL_PS_A,0.685,475.68637,134258.4434037471,PPL,PS
RP,12342_RP,210329_Smp_PPL_PS_B,0.685,475.68637,146494.55859904183,PPL,PS
RP,12342_RP,210329_Smp_PPL_PS_C,0.685,475.68637,21552.74004896222,PPL,PS
RP,1235_RP,210329_Smp_Aloha_A,0.791,144.10191,6072917.883441449,CatEx,A
RP,1235_RP,210329_Smp_Aloha_B,0.791,144.10191,5290785.873643471,CatEx,A
RP,1235_RP,210329_Smp_Aloha_C,0.791,144.10191,4664968.935538579,CatEx,A
RP,1235_RP,210329_Smp_PPL_Aloha_A,0.791,144.10191,711189.3276474517,PPL,A
RP,1235_RP,210329_Smp_PPL_Aloha_B,0.791,144.10191,1258731.5609023117,PPL,A
RP,1235_RP,210329_Smp_PPL_Aloha_C,0.791,144.10191,1390080.9600632642,PPL,A
RP,1235_RP,210329_Smp_PPL_PS_A,0.791,144.10191,222567.01411144336,PPL,PS
RP,1235_RP,210329_Smp_PPL_PS_B,0.791,144.10191,722622.000635834,PPL,PS
RP,1235_RP,210329_Smp_PPL_PS_C,0.791,144.10191,735379.0407524888,PPL,PS
RP,12354_RP,210329_Smp_Aloha_A,4.151,476.30704,22148442,CatEx,A
RP,12354_RP,210329_Smp_Aloha_B,4.151,476.30704,10217708,CatEx,A
RP,12354_RP,210329_Smp_Aloha_C,4.151,476.30704,14119638,CatEx,A
RP,12354_RP,210329_Smp_PPL_Aloha_A,4.151,476.30704,144159328,PPL,A
RP,12354_RP,210329_Smp_PPL_Aloha_B,4.151,476.30704,178916736,PPL,A
RP,12354_RP,210329_Smp_PPL_Aloha_C,4.151,476.30704,188555040,PPL,A
RP,12354_RP,210329_Smp_PPL_PS_A,4.151,476.30704,15847660.000000002,PPL,PS
RP,12354_RP,210329_Smp_PPL_PS_B,4.151,476.30704,17266994,PPL,PS
RP,12354_RP,210329_Smp_PPL_PS_C,4.151,476.30704,21352704,PPL,PS
RP,12356_RP,210329_Smp_PPL_Aloha_A,0.67,476.64346,1899257.894451903,PPL,A
RP,12356_RP,210329_Smp_PPL_Aloha_B,0.67,476.64346,3444783.2247975455,PPL,A
RP,12356_RP,210329_Smp_PPL_Aloha_C,0.67,476.64346,1915078.1092179413,PPL,A
RP,12356_RP,210329_Smp_PPL_PS_A,0.67,476.64346,2761610.9485211247,PPL,PS
RP,12356_RP,210329_Smp_PPL_PS_B,0.67,476.64346,1903733.028397552,PPL,PS
RP,12356_RP,210329_Smp_PPL_PS_C,0.67,476.64346,793729.9645157198,PPL,PS
RP,12357_RP,210329_Smp_PPL_Aloha_A,0.663,476.68896,4594505.161082974,PPL,A
RP,12357_RP,210329_Smp_PPL_Aloha_B,0.663,476.68896,1368651.0427268008,PPL,A
RP,12357_RP,210329_Smp_PPL_Aloha_C,0.663,476.68896,3571155.726762707,PPL,A
RP,12357_RP,210329_Smp_PPL_PS_A,0.663,476.68896,1534140.7667885218,PPL,PS
RP,12357_RP,210329_Smp_PPL_PS_B,0.663,476.68896,1266432.6094871808,PPL,PS
RP,12357_RP,210329_Smp_PPL_PS_C,0.663,476.68896,693610.2227917225,PPL,PS
RP,1236_RP,210329_Smp_PPL_Aloha_A,0.957,144.10196,1148447.3233171522,PPL,A
RP,1236_RP,210329_Smp_PPL_Aloha_B,0.957,144.10196,1264860.8000830254,PPL,A
RP,1236_RP,210329_Smp_PPL_Aloha_C,0.957,144.10196,1252480.370945124,PPL,A
RP,12365_RP,210329_Smp_PPL_Aloha_A,1.066,477.216,2518216,PPL,A
RP,12365_RP,210329_Smp_PPL_Aloha_B,1.066,477.216,2442912,PPL,A
RP,12365_RP,210329_Smp_PPL_Aloha_C,1.066,477.216,2654340,PPL,A
RP,12384_RP,210329_Smp_PPL_Aloha_A,0.677,478.64072,1353122.4625113716,PPL,A
RP,12384_RP,210329_Smp_PPL_Aloha_B,0.677,478.64072,2322047.59225129,PPL,A
RP,12384_RP,210329_Smp_PPL_Aloha_C,0.677,478.64072,1310383.0726238005,PPL,A
RP,12384_RP,210329_Smp_PPL_PS_A,0.677,478.64072,1715929.533479598,PPL,PS
RP,12384_RP,210329_Smp_PPL_PS_B,0.677,478.64072,1028809.9737010468,PPL,PS
RP,12384_RP,210329_Smp_PPL_PS_C,0.677,478.64072,501501.8924752814,PPL,PS
RP,12385_RP,210329_Smp_PPL_Aloha_A,0.664,478.68683,4732682.485894091,PPL,A
RP,12385_RP,210329_Smp_PPL_Aloha_B,0.664,478.68683,1425275.4864033668,PPL,A
RP,12385_RP,210329_Smp_PPL_Aloha_C,0.664,478.68683,3873609.100090269,PPL,A
RP,12385_RP,210329_Smp_PPL_PS_A,0.664,478.68683,1458250.5329665942,PPL,PS
RP,12385_RP,210329_Smp_PPL_PS_B,0.664,478.68683,1277177.583945467,PPL,PS
RP,12385_RP,210329_Smp_PPL_PS_C,0.664,478.68683,656025.0323985661,PPL,PS
RP,12387_RP,210329_Smp_Aloha_A,0.691,478.81686,69597.97563379387,CatEx,A
RP,12387_RP,210329_Smp_Aloha_B,0.691,478.81686,134822.55310638004,CatEx,A
RP,12387_RP,210329_Smp_Aloha_C,0.691,478.81686,1026454.2623824924,CatEx,A
RP,12387_RP,210329_Smp_PS_A,0.691,478.81686,502181.6794386754,CatEx,PS
RP,12387_RP,210329_Smp_PS_B,0.691,478.81686,444377.994605067,CatEx,PS
RP,12387_RP,210329_Smp_PS_C,0.691,478.81686,79641.31268005169,CatEx,PS
RP,12387_RP,210329_Smp_PPL_PS_A,0.691,478.81686,20220.470800179057,PPL,PS
RP,12387_RP,210329_Smp_PPL_PS_B,0.691,478.81686,815823.988721545,PPL,PS
RP,12387_RP,210329_Smp_PPL_PS_C,0.691,478.81686,35698.87279772755,PPL,PS
HILICPos,1240_HILICPos,210322_Smp_PPL_Aloha_A,2.251,220.09712,2450072,PPL,A
HILICPos,1240_HILICPos,210322_Smp_PPL_Aloha_B,2.251,220.09712,2420204,PPL,A
HILICPos,1240_HILICPos,210322_Smp_PPL_Aloha_C,2.251,220.09712,2067382,PPL,A
HILICPos,1240_HILICPos,210322_Smp_PPL_PS_A,2.251,220.09712,1672324,PPL,PS
HILICPos,1240_HILICPos,210322_Smp_PPL_PS_B,2.251,220.09712,1993416,PPL,PS
HILICPos,1240_HILICPos,210322_Smp_PPL_PS_C,2.251,220.09712,2808690,PPL,PS
RP,12406_RP,210329_Smp_Aloha_A,4.942,480.25766,185788.6878916235,CatEx,A
RP,12406_RP,210329_Smp_Aloha_B,4.942,480.25766,46594.48545833024,CatEx,A
RP,12406_RP,210329_Smp_Aloha_C,4.942,480.25766,64699.7586151926,CatEx,A
RP,12406_RP,210329_Smp_PPL_Aloha_A,4.942,480.25766,3909327.777707379,PPL,A
RP,12406_RP,210329_Smp_PPL_Aloha_B,4.942,480.25766,4858133.704500048,PPL,A
RP,12406_RP,210329_Smp_PPL_Aloha_C,4.942,480.25766,5319086.038111041,PPL,A
RP,12406_RP,210329_Smp_PPL_PS_A,4.942,480.25766,51094.89633779731,PPL,PS
RP,12406_RP,210329_Smp_PPL_PS_B,4.942,480.25766,83619.06288925219,PPL,PS
RP,12406_RP,210329_Smp_PPL_PS_C,4.942,480.25766,70606.74730639729,PPL,PS
RP,12414_RP,210329_Smp_PPL_Aloha_A,0.664,480.68365,2771172.5284831445,PPL,A
RP,12414_RP,210329_Smp_PPL_Aloha_B,0.664,480.68365,720187.357283135,PPL,A
RP,12414_RP,210329_Smp_PPL_Aloha_C,0.664,480.68365,2162832.4164447957,PPL,A
RP,12414_RP,210329_Smp_PPL_PS_A,0.664,480.68365,951517.0722712728,PPL,PS
RP,12414_RP,210329_Smp_PPL_PS_B,0.664,480.68365,698677.0326741607,PPL,PS
RP,12414_RP,210329_Smp_PPL_PS_C,0.664,480.68365,367074.9056365418,PPL,PS
RP,12416_RP,210329_Smp_Aloha_A,0.691,480.81387,30731.94959013358,CatEx,A
RP,12416_RP,210329_Smp_Aloha_B,0.691,480.81387,99361.66734558938,CatEx,A
RP,12416_RP,210329_Smp_Aloha_C,0.691,480.81387,646284.7224444348,CatEx,A
RP,12416_RP,210329_Smp_PS_A,0.691,480.81387,301971.16850987484,CatEx,PS
RP,12416_RP,210329_Smp_PS_B,0.691,480.81387,275390.8822689358,CatEx,PS
RP,12416_RP,210329_Smp_PS_C,0.691,480.81387,48125.24802309662,CatEx,PS
RP,12426_RP,210329_Smp_Aloha_A,4.157,481.26251,3456034.482058988,CatEx,A
RP,12426_RP,210329_Smp_Aloha_B,4.157,481.26251,1936842.450929696,CatEx,A
RP,12426_RP,210329_Smp_Aloha_C,4.157,481.26251,1673608.4780798974,CatEx,A
RP,12426_RP,210329_Smp_PPL_Aloha_A,4.157,481.26251,18503746.32016465,PPL,A
RP,12426_RP,210329_Smp_PPL_Aloha_B,4.157,481.26251,17376614.02453048,PPL,A
RP,12426_RP,210329_Smp_PPL_Aloha_C,4.157,481.26251,22162415.112428967,PPL,A
RP,12426_RP,210329_Smp_PPL_PS_A,4.157,481.26251,2610167.7866972783,PPL,PS
RP,12426_RP,210329_Smp_PPL_PS_B,4.157,481.26251,2815020.6260860227,PPL,PS
RP,12426_RP,210329_Smp_PPL_PS_C,4.157,481.26251,4487054.869612653,PPL,PS
RP,12446_RP,210329_Smp_Aloha_A,0.66,482.63797,14961.924437425703,CatEx,A
RP,12446_RP,210329_Smp_Aloha_B,0.66,482.63797,23751.1921130032,CatEx,A
RP,12446_RP,210329_Smp_Aloha_C,0.66,482.63797,177568.8733703716,CatEx,A
RP,12446_RP,210329_Smp_PPL_Aloha_A,0.66,482.63797,2519339.133372662,PPL,A
RP,12446_RP,210329_Smp_PPL_Aloha_B,0.66,482.63797,1215633.996218696,PPL,A
RP,12446_RP,210329_Smp_PPL_Aloha_C,0.66,482.63797,2219878.5440836353,PPL,A
RP,12446_RP,210329_Smp_PPL_PS_A,0.66,482.63797,1038022.3083299464,PPL,PS
RP,12446_RP,210329_Smp_PPL_PS_B,0.66,482.63797,1130850.257876374,PPL,PS
RP,12446_RP,210329_Smp_PPL_PS_C,0.66,482.63797,705242.9310358502,PPL,PS
RP,12447_RP,210329_Smp_PPL_Aloha_A,0.697,482.7381,123210.8655833272,PPL,A
RP,12447_RP,210329_Smp_PPL_Aloha_B,0.697,482.7381,48728.79587444106,PPL,A
RP,12447_RP,210329_Smp_PPL_Aloha_C,0.697,482.7381,129044.58251568058,PPL,A
RP,12447_RP,210329_Smp_PPL_PS_A,0.697,482.7381,239441.84025874277,PPL,PS
RP,12447_RP,210329_Smp_PPL_PS_B,0.697,482.7381,558641.9727489302,PPL,PS
RP,12447_RP,210329_Smp_PPL_PS_C,0.697,482.7381,146219.59485254617,PPL,PS
RP,12474_RP,210329_Smp_Aloha_A,0.66,484.63443,29625.937118620528,CatEx,A
RP,12474_RP,210329_Smp_Aloha_B,0.66,484.63443,36471.98553171759,CatEx,A
RP,12474_RP,210329_Smp_Aloha_C,0.66,484.63443,208790.8905181652,CatEx,A
RP,12474_RP,210329_Smp_PPL_Aloha_A,0.66,484.63443,3322059.393948037,PPL,A
RP,12474_RP,210329_Smp_PPL_Aloha_B,0.66,484.63443,1317362.064932512,PPL,A
RP,12474_RP,210329_Smp_PPL_Aloha_C,0.66,484.63443,2202341.8940322627,PPL,A
RP,12474_RP,210329_Smp_PPL_PS_A,0.66,484.63443,1077887.565438911,PPL,PS
RP,12474_RP,210329_Smp_PPL_PS_B,0.66,484.63443,1119013.152610258,PPL,PS
RP,12474_RP,210329_Smp_PPL_PS_C,0.66,484.63443,759110.4151633236,PPL,PS
RP,12475_RP,210329_Smp_Aloha_A,0.688,484.73505,21692.076663208492,CatEx,A
RP,12475_RP,210329_Smp_Aloha_B,0.688,484.73505,18805.49048886299,CatEx,A
RP,12475_RP,210329_Smp_Aloha_C,0.688,484.73505,96875.31171627797,CatEx,A
RP,12475_RP,210329_Smp_PPL_PS_A,0.688,484.73505,472949.2434933717,PPL,PS
RP,12475_RP,210329_Smp_PPL_PS_B,0.688,484.73505,927585.3747228176,PPL,PS
RP,12475_RP,210329_Smp_PPL_PS_C,0.688,484.73505,24749.486225586246,PPL,PS
RP,1248_RP,210329_Smp_PPL_PS_A,1.797,144.54143,118588.29774822464,PPL,PS
RP,1248_RP,210329_Smp_PPL_PS_B,1.797,144.54143,47878.8397575152,PPL,PS
RP,1248_RP,210329_Smp_PPL_PS_C,1.797,144.54143,192688.96856521655,PPL,PS
RP,12505_RP,210329_Smp_Aloha_A,0.665,486.65771,86379.93586131031,CatEx,A
RP,12505_RP,210329_Smp_Aloha_B,0.665,486.65771,28661.90341094189,CatEx,A
RP,12505_RP,210329_Smp_Aloha_C,0.665,486.65771,1949279.3477432872,CatEx,A
RP,12505_RP,210329_Smp_PPL_Aloha_A,0.665,486.65771,8737447.334074477,PPL,A
RP,12505_RP,210329_Smp_PPL_Aloha_B,0.665,486.65771,5140782.167281502,PPL,A
RP,12505_RP,210329_Smp_PPL_Aloha_C,0.665,486.65771,7412952.348379154,PPL,A
RP,12505_RP,210329_Smp_PPL_PS_A,0.665,486.65771,3223305.143045083,PPL,PS
RP,12505_RP,210329_Smp_PPL_PS_B,0.665,486.65771,2699774.6602260177,PPL,PS
RP,12505_RP,210329_Smp_PPL_PS_C,0.665,486.65771,3527736.2014251,PPL,PS
RP,12507_RP,210329_Smp_PPL_Aloha_A,0.662,486.755,51981.39986071634,PPL,A
RP,12507_RP,210329_Smp_PPL_Aloha_B,0.662,486.755,352250.6373172476,PPL,A
RP,12507_RP,210329_Smp_PPL_Aloha_C,0.662,486.755,29010.361977025736,PPL,A
RP,12507_RP,210329_Smp_PPL_PS_A,0.662,486.755,12853.37796104515,PPL,PS
RP,12507_RP,210329_Smp_PPL_PS_B,0.662,486.755,228187.08066098587,PPL,PS
RP,12507_RP,210329_Smp_PPL_PS_C,0.662,486.755,632489.7850489777,PPL,PS
RP,1251_RP,210329_Smp_PS_A,0.881,144.60527,299580,CatEx,PS
RP,1251_RP,210329_Smp_PS_B,0.881,144.60527,95414,CatEx,PS
RP,1251_RP,210329_Smp_PS_C,0.881,144.60527,122780,CatEx,PS
RP,1251_RP,210329_Smp_PPL_PS_A,0.881,144.60527,1025234,PPL,PS
RP,1251_RP,210329_Smp_PPL_PS_B,0.881,144.60527,1137156,PPL,PS
RP,1251_RP,210329_Smp_PPL_PS_C,0.881,144.60527,1983388,PPL,PS
HILICPos,1252_HILICPos,210322_Smp_PPL_Aloha_A,2.238,222.07603,1166968,PPL,A
HILICPos,1252_HILICPos,210322_Smp_PPL_Aloha_B,2.238,222.07603,1219172,PPL,A
HILICPos,1252_HILICPos,210322_Smp_PPL_Aloha_C,2.238,222.07603,1440684,PPL,A
HILICPos,1252_HILICPos,210322_Smp_PPL_PS_A,2.238,222.07603,1381936,PPL,PS
HILICPos,1252_HILICPos,210322_Smp_PPL_PS_B,2.238,222.07603,995664,PPL,PS
HILICPos,1252_HILICPos,210322_Smp_PPL_PS_C,2.238,222.07603,1572124,PPL,PS
RP,12522_RP,210329_Smp_PPL_Aloha_A,7.631,488.09888,208934.49087036445,PPL,A
RP,12522_RP,210329_Smp_PPL_Aloha_B,7.631,488.09888,201849.88630531612,PPL,A
RP,12522_RP,210329_Smp_PPL_Aloha_C,7.631,488.09888,245760.09579035957,PPL,A
HILICPos,1253_HILICPos,210322_Smp_PPL_Aloha_A,2.25,222.1124,4050591.6643817415,PPL,A
HILICPos,1253_HILICPos,210322_Smp_PPL_Aloha_B,2.25,222.1124,3214213.288299304,PPL,A
HILICPos,1253_HILICPos,210322_Smp_PPL_Aloha_C,2.25,222.1124,4459717.499509748,PPL,A
HILICPos,1253_HILICPos,210322_Smp_PPL_PS_A,2.25,222.1124,1942018.9134908917,PPL,PS
HILICPos,1253_HILICPos,210322_Smp_PPL_PS_B,2.25,222.1124,1918477.2756216151,PPL,PS
HILICPos,1253_HILICPos,210322_Smp_PPL_PS_C,2.25,222.1124,2257827.1316478224,PPL,PS
RP,12535_RP,210329_Smp_Aloha_A,0.663,488.65497,172636.8474346224,CatEx,A
RP,12535_RP,210329_Smp_Aloha_B,0.663,488.65497,110278.64912046636,CatEx,A
RP,12535_RP,210329_Smp_Aloha_C,0.663,488.65497,5146576.4421145925,CatEx,A
RP,12535_RP,210329_Smp_PPL_Aloha_A,0.663,488.65497,23039640.576688074,PPL,A
RP,12535_RP,210329_Smp_PPL_Aloha_B,0.663,488.65497,13832569.39031176,PPL,A
RP,12535_RP,210329_Smp_PPL_Aloha_C,0.663,488.65497,19571292.02589237,PPL,A
RP,12535_RP,210329_Smp_PPL_PS_A,0.663,488.65497,8391081.795079457,PPL,PS
RP,12535_RP,210329_Smp_PPL_PS_B,0.663,488.65497,7117682.681512682,PPL,PS
RP,12535_RP,210329_Smp_PPL_PS_C,0.663,488.65497,9322948.57581677,PPL,PS
RP,12536_RP,210329_Smp_PPL_Aloha_A,0.673,488.75165,155418,PPL,A
RP,12536_RP,210329_Smp_PPL_Aloha_B,0.673,488.75165,1089212,PPL,A
RP,12536_RP,210329_Smp_PPL_Aloha_C,0.673,488.75165,117606,PPL,A
RP,12536_RP,210329_Smp_PPL_PS_A,0.673,488.75165,258859.99999999997,PPL,PS
RP,12536_RP,210329_Smp_PPL_PS_B,0.673,488.75165,995250,PPL,PS
RP,12536_RP,210329_Smp_PPL_PS_C,0.673,488.75165,1840260,PPL,PS
RP,12550_RP,210329_Smp_PPL_Aloha_A,3.855,489.29108,2350615.3675075164,PPL,A
RP,12550_RP,210329_Smp_PPL_Aloha_B,3.855,489.29108,2610664.1287553655,PPL,A
RP,12550_RP,210329_Smp_PPL_Aloha_C,3.855,489.29108,2981075.5634465097,PPL,A
RP,12551_RP,210329_Smp_PPL_Aloha_A,3.753,489.3024,5221024,PPL,A
RP,12551_RP,210329_Smp_PPL_Aloha_B,3.753,489.3024,5898844,PPL,A
RP,12551_RP,210329_Smp_PPL_Aloha_C,3.753,489.3024,5870336,PPL,A
RP,12554_RP,210329_Smp_PPL_Aloha_A,0.655,489.68665,614327.0959016652,PPL,A
RP,12554_RP,210329_Smp_PPL_Aloha_B,0.655,489.68665,294528.47180381516,PPL,A
RP,12554_RP,210329_Smp_PPL_Aloha_C,0.655,489.68665,403509.6424364764,PPL,A
RP,12554_RP,210329_Smp_PPL_PS_A,0.655,489.68665,129791.22710200402,PPL,PS
RP,12554_RP,210329_Smp_PPL_PS_B,0.655,489.68665,141855.27793828055,PPL,PS
RP,12554_RP,210329_Smp_PPL_PS_C,0.655,489.68665,162498.14093601145,PPL,PS
RP,12561_RP,210329_Smp_PPL_Aloha_A,4.213,490.28644,15921302,PPL,A
RP,12561_RP,210329_Smp_PPL_Aloha_B,4.213,490.28644,17633962,PPL,A
RP,12561_RP,210329_Smp_PPL_Aloha_C,4.213,490.28644,18580974,PPL,A
RP,12561_RP,210329_Smp_PPL_PS_A,4.213,490.28644,3685452,PPL,PS
RP,12561_RP,210329_Smp_PPL_PS_B,4.213,490.28644,4483198,PPL,PS
RP,12561_RP,210329_Smp_PPL_PS_C,4.213,490.28644,4580662,PPL,PS
RP,12569_RP,210329_Smp_Aloha_A,0.663,490.65204,125426.87997555616,CatEx,A
RP,12569_RP,210329_Smp_Aloha_B,0.663,490.65204,149099.81275957622,CatEx,A
RP,12569_RP,210329_Smp_Aloha_C,0.663,490.65204,5729680.901051755,CatEx,A
RP,12569_RP,210329_Smp_PPL_Aloha_A,0.663,490.65204,26224594.59296671,PPL,A
RP,12569_RP,210329_Smp_PPL_Aloha_B,0.663,490.65204,15355269.735544488,PPL,A
RP,12569_RP,210329_Smp_PPL_Aloha_C,0.663,490.65204,21701274.09787473,PPL,A
RP,12569_RP,210329_Smp_PPL_PS_A,0.663,490.65204,9565430.48178741,PPL,PS
RP,12569_RP,210329_Smp_PPL_PS_B,0.663,490.65204,7819986.498577845,PPL,PS
RP,12569_RP,210329_Smp_PPL_PS_C,0.663,490.65204,10270469.639122711,PPL,PS
HILICNeg,1257_HILICNeg,210322_Smp_PPL_Aloha_A,2.227,199.06099,8060112,PPL,A
HILICNeg,1257_HILICNeg,210322_Smp_PPL_Aloha_B,2.227,199.06099,7347108,PPL,A
HILICNeg,1257_HILICNeg,210322_Smp_PPL_Aloha_C,2.227,199.06099,7446712,PPL,A
HILICNeg,1257_HILICNeg,210322_Smp_PPL_PS_A,2.227,199.06099,14003394,PPL,PS
HILICNeg,1257_HILICNeg,210322_Smp_PPL_PS_B,2.227,199.06099,9433628,PPL,PS
HILICNeg,1257_HILICNeg,210322_Smp_PPL_PS_C,2.227,199.06099,11286718,PPL,PS
RP,12570_RP,210329_Smp_PPL_Aloha_A,0.666,490.74863,46594.46364795462,PPL,A
RP,12570_RP,210329_Smp_PPL_Aloha_B,0.666,490.74863,419244.40228561824,PPL,A
RP,12570_RP,210329_Smp_PPL_Aloha_C,0.666,490.74863,62461.768336727466,PPL,A
RP,12570_RP,210329_Smp_PPL_PS_A,0.666,490.74863,185356.1035083434,PPL,PS
RP,12570_RP,210329_Smp_PPL_PS_B,0.666,490.74863,480798.0741483288,PPL,PS
RP,12570_RP,210329_Smp_PPL_PS_C,0.666,490.74863,644367.339815426,PPL,PS
RP,12579_RP,210329_Smp_PPL_Aloha_A,12.109,491.19778,46988.87095845978,PPL,A
RP,12579_RP,210329_Smp_PPL_Aloha_B,12.109,491.19778,47578.46755976961,PPL,A
RP,12579_RP,210329_Smp_PPL_Aloha_C,12.109,491.19778,35662.1947551325,PPL,A
RP,12600_RP,210329_Smp_Aloha_A,0.664,492.64902,53246.60041427107,CatEx,A
RP,12600_RP,210329_Smp_Aloha_B,0.664,492.64902,85340.19904255608,CatEx,A
RP,12600_RP,210329_Smp_Aloha_C,0.664,492.64902,3572254.0441043717,CatEx,A
RP,12600_RP,210329_Smp_PPL_Aloha_A,0.664,492.64902,16316081.47996887,PPL,A
RP,12600_RP,210329_Smp_PPL_Aloha_B,0.664,492.64902,9843521.884208364,PPL,A
RP,12600_RP,210329_Smp_PPL_Aloha_C,0.664,492.64902,13874300.824203774,PPL,A
RP,12600_RP,210329_Smp_PPL_PS_A,0.664,492.64902,6097995.78191081,PPL,PS
RP,12600_RP,210329_Smp_PPL_PS_B,0.664,492.64902,5107619.342610295,PPL,PS
RP,12600_RP,210329_Smp_PPL_PS_C,0.664,492.64902,6876864.360119057,PPL,PS
RP,12617_RP,210329_Smp_PPL_PS_A,12.584,494.21063,49625.67180879784,PPL,PS
RP,12617_RP,210329_Smp_PPL_PS_B,12.584,494.21063,31624.012704228164,PPL,PS
RP,12617_RP,210329_Smp_PPL_PS_C,12.584,494.21063,42918.09755533218,PPL,PS
RP,12626_RP,210329_Smp_PPL_Aloha_A,0.666,494.64597,6311987.03169447,PPL,A
RP,12626_RP,210329_Smp_PPL_Aloha_B,0.666,494.64597,3643590.1186200464,PPL,A
RP,12626_RP,210329_Smp_PPL_Aloha_C,0.666,494.64597,5236582.655276371,PPL,A
RP,12626_RP,210329_Smp_PPL_PS_A,0.666,494.64597,2275001.4152640714,PPL,PS
RP,12626_RP,210329_Smp_PPL_PS_B,0.666,494.64597,2015860.733273951,PPL,PS
RP,12626_RP,210329_Smp_PPL_PS_C,0.666,494.64597,2571834.1415974796,PPL,PS
RP,12627_RP,210329_Smp_PPL_Aloha_A,0.659,494.7243,31182.000000000004,PPL,A
RP,12627_RP,210329_Smp_PPL_Aloha_B,0.659,494.7243,170234,PPL,A
RP,12627_RP,210329_Smp_PPL_Aloha_C,0.659,494.7243,29192,PPL,A
RP,12627_RP,210329_Smp_PPL_PS_A,0.659,494.7243,32702,PPL,PS
RP,12627_RP,210329_Smp_PPL_PS_B,0.659,494.7243,61500,PPL,PS
RP,12627_RP,210329_Smp_PPL_PS_C,0.659,494.7243,242280,PPL,PS
RP,12629_RP,210329_Smp_Aloha_A,0.686,494.79089,146713.70016065298,CatEx,A
RP,12629_RP,210329_Smp_Aloha_B,0.686,494.79089,15260.608475756391,CatEx,A
